X;Y;type;name;address;com_insee;com_nom;geometry
2.52845610005599;48.7280310998931;fast_food;McDonald's;;94075;Villecresnes;POINT (2.52845610005599 48.7280310998931)
2.4213908;48.8017853997415;restaurant;Diana Rôtisserie;;94002;Alfortville;POINT (2.4213908 48.8017853997415)
2.4564412;48.8054004997406;fast_food;;;94028;Créteil;POINT (2.4564412 48.8054004997406)
2.5403993;48.8018635997415;bar;Le Pavillon Bleu;;94019;Chennevières-sur-Marne;POINT (2.5403993 48.8018635997415)
2.4177698;48.8085334997398;books;Librairie L'Etablie;;94002;Alfortville;POINT (2.4177698 48.8085334997398)
2.46207176203654;48.7928381890748;supermarket;Auchan;;94028;Créteil;POINT (2.46207176203654 48.7928381890748)
2.5420871;48.8005473997418;bakery;;;94019;Chennevières-sur-Marne;POINT (2.5420871 48.8005473997418)
2.4917259711362;48.7728390167743;supermarket;Luso Market;;94011;Bonneuil-sur-Marne;POINT (2.4917259711362 48.7728390167743)
2.4558594;48.7936884997435;pharmacy;Pharmacie Champeval;;94028;Créteil;POINT (2.4558594 48.7936884997435)
2.5221019;48.7704868997493;restaurant;Osaka;;94071;Sucy-en-Brie;POINT (2.5221019 48.7704868997493)
2.4191795;48.8045980997408;fast_food;Courant d'Air;41 Rue Victor Hugo;94002;Alfortville;POINT (2.4191795 48.8045980997408)
2.57789618655029;48.7798643853471;restaurant;L'Auberge du Petit Caporal;;94060;La Queue-en-Brie;POINT (2.57789618655029 48.7798643853471)
2.5019663;48.7541225997533;cinema;Le Forum;Place du Forum;94004;Boissy-Saint-Léger;POINT (2.5019663 48.7541225997533)
2.5232077;48.7532106997535;cafe;Bar Brasserie Le Clary Hotel;;94004;Boissy-Saint-Léger;POINT (2.5232077 48.7532106997535)
2.506205;48.7529189997536;fast_food;Chicken Spot;;94004;Boissy-Saint-Léger;POINT (2.506205 48.7529189997536)
2.44055546462369;48.7744243564525;supermarket;Istambul;;94028;Créteil;POINT (2.44055546462369 48.7744243564525)
2.46812859243189;48.799333544678;restaurant;Plaisir du Portugal;;94028;Créteil;POINT (2.46812859243189 48.799333544678)
2.47528007368224;48.7651221013974;restaurant;Palais de Bonneuil;;94011;Bonneuil-sur-Marne;POINT (2.47528007368224 48.7651221013974)
2.4196419;48.8046706997408;cafe;Tabac de la Mairie;;94002;Alfortville;POINT (2.4196419 48.8046706997408)
2.5357104;48.7920712997439;bakery;;13 Rue du Belvédère;94019;Chennevières-sur-Marne;POINT (2.5357104 48.7920712997439)
2.4191777;48.8050466997407;bakery;Michel Fabre;;94002;Alfortville;POINT (2.4191777 48.8050466997407)
2.5107472;48.7508520997541;fast_food;Presto Pizza;;94004;Boissy-Saint-Léger;POINT (2.5107472 48.7508520997541)
2.5732567;48.7248475997606;bakery;Le petit pain;;94070;Santeny;POINT (2.5732567 48.7248475997606)
2.4140915;48.811623899739;restaurant;Pastel De Feira;74 Rue Véron;94002;Alfortville;POINT (2.4140915 48.811623899739)
2.5667059;48.8104672997393;pharmacy;Pharmacie Marbeau;40 Avenue du Général Leclerc;94059;Le Plessis-Trévise;POINT (2.5667059 48.8104672997393)
2.58181938085767;48.8064485323221;pharmacy;Pharmacie Torterat;62 bis Avenue du Général de Gaulle;94059;Le Plessis-Trévise;POINT (2.58181938085767 48.8064485323221)
2.5295255;48.7279032997598;fast_food;Pizza Liva;;94075;Villecresnes;POINT (2.5295255 48.7279032997598)
2.510502;48.7746364997482;restaurant;Le Coq Portugais;;94071;Sucy-en-Brie;POINT (2.510502 48.7746364997482)
2.5121404;48.7495639997544;books;Au Son de la Presse;;94004;Boissy-Saint-Léger;POINT (2.5121404 48.7495639997544)
2.521479;48.7697443997494;restaurant;Sohana;;94071;Sucy-en-Brie;POINT (2.521479 48.7697443997494)
2.53675757301091;48.7270342914963;supermarket;Carrefour Contact;;94075;Villecresnes;POINT (2.53675757301091 48.7270342914963)
2.419208;48.8053844997406;bakery;Lamet;;94002;Alfortville;POINT (2.419208 48.8053844997406)
2.4569085;48.7751259997481;restaurant;Dewran;;94028;Créteil;POINT (2.4569085 48.7751259997481)
2.4276126;48.7909092997442;pharmacy;Pharmacie du Grand Ensemble;Rue de Londres;94002;Alfortville;POINT (2.4276126 48.7909092997442)
2.5786336;48.7845346997458;bakery;Boulangerie Pâtisserie Guérin A.A;38 Rue Jean Jaurès;94060;La Queue-en-Brie;POINT (2.5786336 48.7845346997458)
2.5200714;48.7699818997494;pharmacy;Pharmacie du Moutier;17-21 Rue du Moutier;94071;Sucy-en-Brie;POINT (2.5200714 48.7699818997494)
2.5197475;48.7705681997492;pharmacy;Pharmacie du Centre;;94071;Sucy-en-Brie;POINT (2.5197475 48.7705681997492)
2.5747423;48.7901197997444;fast_food;La Goulette;;94060;La Queue-en-Brie;POINT (2.5747423 48.7901197997444)
2.572811;48.8105287997393;bakery;La pétrie;2 Avenue Jean Charcot;94059;Le Plessis-Trévise;POINT (2.572811 48.8105287997393)
2.4253635;48.7959115997429;pharmacy;Pharmacie du Marché;;94002;Alfortville;POINT (2.4253635 48.7959115997429)
2.419038;48.8080739997399;bar;Le Vaillant;;94002;Alfortville;POINT (2.419038 48.8080739997399)
2.44094935691275;48.7748396831885;restaurant;Buffalo Grill;;94028;Créteil;POINT (2.44094935691275 48.7748396831885)
2.4875334;48.7647296997507;pharmacy;Pharmacie Danan;;94011;Bonneuil-sur-Marne;POINT (2.4875334 48.7647296997507)
2.4619963;48.7932782997436;restaurant;Traiteur Papan 巴攀美店食;;94028;Créteil;POINT (2.4619963 48.7932782997436)
2.45596476353566;48.7782119536265;supermarket;Carrefour;;94028;Créteil;POINT (2.45596476353566 48.7782119536265)
2.49002815219599;48.7690838144236;restaurant;Léon de Bruxelles;;94011;Bonneuil-sur-Marne;POINT (2.49002815219599 48.7690838144236)
2.53504671021606;48.8052634009015;fast_food;McDonald's;;94019;Chennevières-sur-Marne;POINT (2.53504671021606 48.8052634009015)
2.4562338;48.779519699747;restaurant;Flunch;;94028;Créteil;POINT (2.4562338 48.779519699747)
2.5532289;48.7369693997576;mall;;;94048;Marolles-en-Brie;POINT (2.5532289 48.7369693997576)
2.5324568;48.7669099997501;restaurant;Le Bistrot du Fort;;94071;Sucy-en-Brie;POINT (2.5324568 48.7669099997501)
2.5057401;48.7525038997537;cafe;Warner's;;94004;Boissy-Saint-Léger;POINT (2.5057401 48.7525038997537)
2.4545351;48.7784674997473;restaurant;Le Salvador;5 Place Salvador Allendé;94028;Créteil;POINT (2.4545351 48.7784674997473)
2.5215427;48.7702415997493;restaurant;Churrasqueira Marito's;;94071;Sucy-en-Brie;POINT (2.5215427 48.7702415997493)
2.5150953;48.775626399748;bakery;Aux Trois Petits Mitrons;;94071;Sucy-en-Brie;POINT (2.5150953 48.775626399748)
2.5346369;48.7254217997604;restaurant;;;94075;Villecresnes;POINT (2.5346369 48.7254217997604)
2.4559292;48.7934722997436;pharmacy;Pharmacie Nguyen;;94028;Créteil;POINT (2.4559292 48.7934722997436)
2.473056;48.7624490997512;sports;Royal Escrime;18 Rue Eugène Freyssinet;94028;Créteil;POINT (2.473056 48.7624490997512)
2.4144294;48.8146317997383;supermarket;Coccinelle Supermarché;15 bis Rue Charles de Gaulle;94002;Alfortville;POINT (2.4144294 48.8146317997383)
2.5344156;48.7221933997612;pharmacy;Pharmacie du Marché;;94075;Villecresnes;POINT (2.5344156 48.7221933997612)
2.5334972;48.7225489997611;supermarket;Carrefour City;51 Rue du Lieutenant Dagorno;94075;Villecresnes;POINT (2.5334972 48.7225489997611)
2.5743526;48.8092810997396;restaurant;Plessis Sushi;3 Avenue Thérèse;94059;Le Plessis-Trévise;POINT (2.5743526 48.8092810997396)
2.4259025;48.799776599742;restaurant;Le Camélia;;94002;Alfortville;POINT (2.4259025 48.799776599742)
2.4890056;48.7401860997568;bakery;La Gourmandise 2;22 Avenue Descartes;94044;Limeil-Brévannes;POINT (2.4890056 48.7401860997568)
2.461868;48.7884159997448;restaurant;Loulou Pizza;75 Rue de Mesly;94028;Créteil;POINT (2.461868 48.7884159997448)
2.5550664;48.7952638997431;supermarket;;;94019;Chennevières-sur-Marne;POINT (2.5550664 48.7952638997431)
2.4571196;48.7971425997426;restaurant;Le Margy's;;94028;Créteil;POINT (2.4571196 48.7971425997426)
2.4108916;48.8160427997379;restaurant;Huatian Restaurant;;94002;Alfortville;POINT (2.4108916 48.8160427997379)
2.444654;48.7932518997436;restaurant;Restaurant universitaire L'Agora;;94028;Créteil;POINT (2.444654 48.7932518997436)
2.5785237;48.7850984997456;bar;Le Tabac des Sports;29 Rue Jean Jaurès;94060;La Queue-en-Brie;POINT (2.5785237 48.7850984997456)
2.5116501;48.7444251997557;restaurant;La Montagne;;94044;Limeil-Brévannes;POINT (2.5116501 48.7444251997557)
2.4144059;48.8100070997394;bakery;La Tradi d'or;105 Rue Véron;94002;Alfortville;POINT (2.4144059 48.8100070997394)
2.540119;48.7855411997455;cafe;Tabac de la Mairie;;94055;Ormesson-sur-Marne;POINT (2.540119 48.7855411997455)
2.540349;48.8015958997415;fast_food;Manhattan;;94019;Chennevières-sur-Marne;POINT (2.540349 48.8015958997415)
2.5330167;48.7210049997615;pharmacy;Pharmacie de l'Église;;94075;Villecresnes;POINT (2.5330167 48.7210049997615)
2.5543389;48.7936718997435;supermarket;Carrefour;;94055;Ormesson-sur-Marne;POINT (2.5543389 48.7936718997435)
2.4442357;48.7919319997439;pharmacy;Pharmacie Benais;;94028;Créteil;POINT (2.4442357 48.7919319997439)
2.573227;48.7159119997628;fast_food;Domino's Pizza;;94070;Santeny;POINT (2.573227 48.7159119997628)
2.5218636;48.7814927997465;cafe;Le Week End;;94055;Ormesson-sur-Marne;POINT (2.5218636 48.7814927997465)
2.5267053;48.7747019997482;bakery;;;94071;Sucy-en-Brie;POINT (2.5267053 48.7747019997482)
2.4498466;48.8012615997416;bakery;Bernard Lacrée;114 Avenue du Maréchal de Lattre de Tassigny;94028;Créteil;POINT (2.4498466 48.8012615997416)
2.4261104;48.8016431997415;supermarket;Coccinelle Express;;94002;Alfortville;POINT (2.4261104 48.8016431997415)
2.5095955;48.7719513997489;restaurant;La Téranga;;94071;Sucy-en-Brie;POINT (2.5095955 48.7719513997489)
2.460642;48.771502499749;pharmacy;Pharmacie de la Source;;94028;Créteil;POINT (2.460642 48.771502499749)
2.5126866;48.7490755997546;fast_food;Macadam;;94004;Boissy-Saint-Léger;POINT (2.5126866 48.7490755997546)
2.419239;48.8062039997404;restaurant;L'Eden;;94002;Alfortville;POINT (2.419239 48.8062039997404)
2.5219588;48.7531188997536;bakery;Le Fournil de Boissy;;94004;Boissy-Saint-Léger;POINT (2.5219588 48.7531188997536)
2.4250443;48.7963403997428;bakery;La Rainha;;94002;Alfortville;POINT (2.4250443 48.7963403997428)
2.4563386;48.7936171997435;restaurant;Tabac du Château;;94028;Créteil;POINT (2.4563386 48.7936171997435)
2.5730325;48.7803536997468;restaurant;Côté Zen;;94060;La Queue-en-Brie;POINT (2.5730325 48.7803536997468)
2.5559038;48.7952349997431;cinema;Ciné Pince-Vent;;94019;Chennevières-sur-Marne;POINT (2.5559038 48.7952349997431)
2.4597289;48.7949668997432;bar;LS Café;;94028;Créteil;POINT (2.4597289 48.7949668997432)
2.5114126;48.7747761997482;cafe;Le Pavillon;;94071;Sucy-en-Brie;POINT (2.5114126 48.7747761997482)
2.4812646;48.7749785997481;restaurant;La Crêpe sur Mesure;;94011;Bonneuil-sur-Marne;POINT (2.4812646 48.7749785997481)
2.4634349;48.7905340997443;supermarket;Wanan Supermarché  华南超市;49 Avenue Pierre Brossolette;94028;Créteil;POINT (2.4634349 48.7905340997443)
2.4168983;48.8102234997394;restaurant;Chicken Corner;92 Rue Paul Vaillant Couturier;94002;Alfortville;POINT (2.4168983 48.8102234997394)
2.4242672;48.7989083997422;restaurant;;;94002;Alfortville;POINT (2.4242672 48.7989083997422)
2.5303148;48.7959856997429;fast_food;Pizza Milano;;94019;Chennevières-sur-Marne;POINT (2.5303148 48.7959856997429)
2.5742457;48.8089719997397;pharmacy;Pharmacie GRANDCOURT et CHAUPAL;19 Avenue Ardouin;94059;Le Plessis-Trévise;POINT (2.5742457 48.8089719997397)
2.4448016;48.791652399744;mall;;;94028;Créteil;POINT (2.4448016 48.791652399744)
2.5530063;48.759572899752;bar;L'Entre-Deux;;94071;Sucy-en-Brie;POINT (2.5530063 48.759572899752)
2.4216722;48.8016662997415;restaurant;House Pizza;;94002;Alfortville;POINT (2.4216722 48.8016662997415)
2.5203571;48.7697105997494;bakery;;;94071;Sucy-en-Brie;POINT (2.5203571 48.7697105997494)
2.4672245;48.7670334997501;restaurant;;;94028;Créteil;POINT (2.4672245 48.7670334997501)
2.4808396;48.7499491997543;pharmacy;Pharmacie Degrandi;;94044;Limeil-Brévannes;POINT (2.4808396 48.7499491997543)
2.5718228;48.8060326997404;restaurant;Les oliviers;;94059;Le Plessis-Trévise;POINT (2.5718228 48.8060326997404)
2.572709;48.8043128997409;restaurant;Ye Suizhuang;2 Avenue Clément Ader;94059;Le Plessis-Trévise;POINT (2.572709 48.8043128997409)
2.4256657;48.7899245997444;bakery;Boulanger Pâtissier;;94002;Alfortville;POINT (2.4256657 48.7899245997444)
2.5335395;48.7671712997501;fast_food;3B burgers bio;;94071;Sucy-en-Brie;POINT (2.5335395 48.7671712997501)
2.4150443;48.8144596997384;fast_food;O'malo;28 Rue Charles de Gaulle;94002;Alfortville;POINT (2.4150443 48.8144596997384)
2.5266738;48.7561848997528;fast_food;Domino's;;94071;Sucy-en-Brie;POINT (2.5266738 48.7561848997528)
2.4639268;48.7944481997433;restaurant;;;94028;Créteil;POINT (2.4639268 48.7944481997433)
2.5443724;48.702837899766;pharmacy;;;94047;Mandres-les-Roses;POINT (2.5443724 48.702837899766)
2.4453401;48.7866529997452;pharmacy;SELARL Pharmacie du Palais;;94028;Créteil;POINT (2.4453401 48.7866529997452)
2.4247306;48.7963468997428;restaurant;Carnot;;94002;Alfortville;POINT (2.4247306 48.7963468997428)
2.4142363;48.8101123997394;bar;Le Fortville;106 Rue Véron;94002;Alfortville;POINT (2.4142363 48.8101123997394)
2.5117836;48.7496958997544;fast_food;Sakura;;94004;Boissy-Saint-Léger;POINT (2.5117836 48.7496958997544)
2.4556205;48.7698444997494;bakery;;;94028;Créteil;POINT (2.4556205 48.7698444997494)
2.5715961;48.8101906997394;pharmacy;Pharmacie du MARCHE;3 Allée des Ambalais;94059;Le Plessis-Trévise;POINT (2.5715961 48.8101906997394)
2.5310035;48.7822420997463;bakery;;;94055;Ormesson-sur-Marne;POINT (2.5310035 48.7822420997463)
2.4168087;48.8104416997393;supermarket;Franprix;90 Rue Paul Vaillant Couturier;94002;Alfortville;POINT (2.4168087 48.8104416997393)
2.4191358;48.8051158997407;fast_food;Le Pékin d'Alfortville;;94002;Alfortville;POINT (2.4191358 48.8051158997407)
2.5536671;48.7370082997576;supermarket;Carrefour City;;94048;Marolles-en-Brie;POINT (2.5536671 48.7370082997576)
2.5261118;48.7745151997483;pharmacy;;;94071;Sucy-en-Brie;POINT (2.5261118 48.7745151997483)
2.4139587;48.8132078997387;restaurant;Restaurant Oriental Darkoum;40 Rue Véron;94002;Alfortville;POINT (2.4139587 48.8132078997387)
2.4827285;48.7503907997542;cafe;L'époque;;94044;Limeil-Brévannes;POINT (2.4827285 48.7503907997542)
2.5304788;48.7968160997427;cafe;Le Gémeaux;;94019;Chennevières-sur-Marne;POINT (2.5304788 48.7968160997427)
2.4170207;48.8103461997394;restaurant;Restaurant Cappadoce;89 Rue Paul Vaillant Couturier;94002;Alfortville;POINT (2.4170207 48.8103461997394)
2.5259968;48.7747476997482;supermarket;G20;;94071;Sucy-en-Brie;POINT (2.5259968 48.7747476997482)
2.4765334;48.7639673997509;restaurant;Memphis Coffee;;94011;Bonneuil-sur-Marne;POINT (2.4765334 48.7639673997509)
2.5583838;48.7922964997438;books;Cultura;;94060;La Queue-en-Brie;POINT (2.5583838 48.7922964997438)
2.5542708;48.7368610997576;bakery;;;94048;Marolles-en-Brie;POINT (2.5542708 48.7368610997576)
2.477248;48.7629581997511;supermarket;Moldova;;94011;Bonneuil-sur-Marne;POINT (2.477248 48.7629581997511)
2.4603938;48.771536699749;bakery;;;94028;Créteil;POINT (2.4603938 48.771536699749)
2.4649194;48.7908459997442;restaurant;Le Maloney (Café le Baron);71 Rue du Général Leclerc;94028;Créteil;POINT (2.4649194 48.7908459997442)
2.4566735;48.7969801997427;supermarket;Carrefour City;33 Avenue du Maréchal de Lattre de Tassigny;94028;Créteil;POINT (2.4566735 48.7969801997427)
2.4589447;48.8019389997414;pharmacy;Pharmacie Laferrière;;94028;Créteil;POINT (2.4589447 48.8019389997414)
2.4632667;48.7962796997429;restaurant;Le Marrakchi;;94028;Créteil;POINT (2.4632667 48.7962796997429)
2.5738623;48.8087937997398;bakery;Gabriel;38 Avenue Ardouin;94059;Le Plessis-Trévise;POINT (2.5738623 48.8087937997398)
2.423549;48.7987465997422;cafe;À l'Arrêt de Bus;;94002;Alfortville;POINT (2.423549 48.7987465997422)
2.5704874;48.811708599739;pharmacy;Pharmacie GO;8 Avenue Ardouin;94059;Le Plessis-Trévise;POINT (2.5704874 48.811708599739)
2.4194303;48.8046647997408;fast_food;Eurosnack;;94002;Alfortville;POINT (2.4194303 48.8046647997408)
2.4154358;48.8146532997383;pharmacy;Pharmacie PARO;15 Rue Paul Vaillant Couturier;94002;Alfortville;POINT (2.4154358 48.8146532997383)
2.4575591;48.7729485997486;supermarket;Franprix;;94028;Créteil;POINT (2.4575591 48.7729485997486)
2.4206051;48.8032931997411;supermarket;Intermarché;;94002;Alfortville;POINT (2.4206051 48.8032931997411)
2.5086835;48.771748599749;bakery;Gaule;;94071;Sucy-en-Brie;POINT (2.5086835 48.771748599749)
2.518258;48.7724225997488;pharmacy;Pharmacie du Clos de Pacy;;94071;Sucy-en-Brie;POINT (2.518258 48.7724225997488)
2.573037;48.8104350997393;restaurant;Hotimes;11 Avenue du Général de Gaulle;94059;Le Plessis-Trévise;POINT (2.573037 48.8104350997393)
2.5223246;48.7702283997493;restaurant;Eden Crepe;;94071;Sucy-en-Brie;POINT (2.5223246 48.7702283997493)
2.5099217;48.7469700997551;cafe;Le Couscous;;94004;Boissy-Saint-Léger;POINT (2.5099217 48.7469700997551)
2.5089182;48.7717514997489;fast_food;Capri Sucy;;94071;Sucy-en-Brie;POINT (2.5089182 48.7717514997489)
2.4148249;48.8048420997407;pharmacy;Pharmacie Charles;;94002;Alfortville;POINT (2.4148249 48.8048420997407)
2.4563522;48.7784909997473;bakery;Brioche Dorée;Avenue du Général De Gaulle;94028;Créteil;POINT (2.4563522 48.7784909997473)
2.4872651;48.7520890997538;pharmacy;Pharmacie Centre Limeil;;94044;Limeil-Brévannes;POINT (2.4872651 48.7520890997538)
2.575666;48.7903408997443;fast_food;Napoli Pizza;;94060;La Queue-en-Brie;POINT (2.575666 48.7903408997443)
2.5301747;48.7960594997429;fast_food;Pizza Food;;94019;Chennevières-sur-Marne;POINT (2.5301747 48.7960594997429)
2.539429;48.7872421997451;bar;Muguet Bar;;94055;Ormesson-sur-Marne;POINT (2.539429 48.7872421997451)
2.5383591;48.7895891997445;restaurant;Passion Latina;;94055;Ormesson-sur-Marne;POINT (2.5383591 48.7895891997445)
2.5198422;48.7703478997493;books;L'Oiseau Moqueur;;94071;Sucy-en-Brie;POINT (2.5198422 48.7703478997493)
2.57623682774787;48.7801089048327;restaurant;Pedro Poulet;;94060;La Queue-en-Brie;POINT (2.57623682774787 48.7801089048327)
2.51142021112376;48.7462372840185;supermarket;ALDI;;94004;Boissy-Saint-Léger;POINT (2.51142021112376 48.7462372840185)
2.57327360115995;48.7143576305328;supermarket;Lidl;;94070;Santeny;POINT (2.57327360115995 48.7143576305328)
2.45778780533043;48.7798265225077;mall;Centre Commercial Créteil Soleil;Avenue de la France Libre;94028;Créteil;POINT (2.45778780533043 48.7798265225077)
2.56589110607293;48.7193582260547;restaurant;Le Classic;;94070;Santeny;POINT (2.56589110607293 48.7193582260547)
2.50078204041084;48.7598168583925;restaurant;La Villa du Prince;;94004;Boissy-Saint-Léger;POINT (2.50078204041084 48.7598168583925)
2.55206909411502;48.7765965133376;supermarket;Intermarché Super;1-3 Rue Sadi Carnot;94053;Noiseau;POINT (2.55206909411502 48.7765965133376)
2.54910534481311;48.7966144384671;restaurant;Le Rouergue;;94055;Ormesson-sur-Marne;POINT (2.54910534481311 48.7966144384671)
2.41896784298087;48.8068337583069;supermarket;Monoprix;;94002;Alfortville;POINT (2.41896784298087 48.8068337583069)
2.53889531343145;48.7279203601233;restaurant;;;94048;Marolles-en-Brie;POINT (2.53889531343145 48.7279203601233)
2.4756335748893;48.7652773770422;restaurant;;;94011;Bonneuil-sur-Marne;POINT (2.4756335748893 48.7652773770422)
2.55714671062174;48.6955133159228;supermarket;Carrefour Contact Périgny;;94056;Périgny;POINT (2.55714671062174 48.6955133159228)
2.54863297169059;48.7963939928473;restaurant;;;94055;Ormesson-sur-Marne;POINT (2.54863297169059 48.7963939928473)
2.4889095199407;48.7653780612763;mall;;;94011;Bonneuil-sur-Marne;POINT (2.4889095199407 48.7653780612763)
2.42008658737903;48.8036230344901;restaurant;Papaye;;94002;Alfortville;POINT (2.42008658737903 48.8036230344901)
2.55161551670062;48.7941346430531;restaurant;Courtepaille;;94055;Ormesson-sur-Marne;POINT (2.55161551670062 48.7941346430531)
2.55288936566498;48.7934775670118;restaurant;Roosters;;94055;Ormesson-sur-Marne;POINT (2.55288936566498 48.7934775670118)
2.50356510559215;48.7437420389201;supermarket;Diagonal;;94044;Limeil-Brévannes;POINT (2.50356510559215 48.7437420389201)
2.47730243598337;48.7639201281462;supermarket;E. Leclerc Drive;;94011;Bonneuil-sur-Marne;POINT (2.47730243598337 48.7639201281462)
2.52644038392786;48.7292612531282;restaurant;;;94075;Villecresnes;POINT (2.52644038392786 48.7292612531282)
2.53477701316513;48.805866608646;supermarket;Lidl;;94019;Chennevières-sur-Marne;POINT (2.53477701316513 48.805866608646)
2.52438262245677;48.7963222090676;restaurant;L'Ecu de France;;94019;Chennevières-sur-Marne;POINT (2.52438262245677 48.7963222090676)
2.48923636669853;48.7508707861998;supermarket;Auchan Supermarché;;94044;Limeil-Brévannes;POINT (2.48923636669853 48.7508707861998)
2.471109957567;48.7784167487711;supermarket;Leader Price;;94028;Créteil;POINT (2.471109957567 48.7784167487711)
2.5190103004595;48.7517886316772;restaurant;Best Thai Kitchen;28 Rue de Sucy;94004;Boissy-Saint-Léger;POINT (2.5190103004595 48.7517886316772)
2.4550959096068;48.782808259914;fast_food;Quick;6 Avenue de la Brèche;94028;Créteil;POINT (2.4550959096068 48.782808259914)
2.5347651754824;48.7903293197537;restaurant;Shuriken Sushi;96 Avenue du Général de Gaulle;94055;Ormesson-sur-Marne;POINT (2.5347651754824 48.7903293197537)
2.45598229445023;48.7798446619797;mall;Centre Commercial Créteil Soleil;Avenue de la France Libre;94028;Créteil;POINT (2.45598229445023 48.7798446619797)
2.41451290974187;48.8100896676392;bakery;;;94002;Alfortville;POINT (2.41451290974187 48.8100896676392)
2.4628797;48.7925915997438;pharmacy;Pharmacie Bonnardel;;94028;Créteil;POINT (2.4628797 48.7925915997438)
2.5494182;48.7924868997438;bakery;La Gourmandise;;94055;Ormesson-sur-Marne;POINT (2.5494182 48.7924868997438)
2.5754285;48.8092059997397;fast_food;Restaurant Istanbul;18B Avenue du Général de Gaulle;94059;Le Plessis-Trévise;POINT (2.5754285 48.8092059997397)
2.4179915;48.8004395997418;restaurant;Pizza Blanqui;71 Quai Blanqui;94002;Alfortville;POINT (2.4179915 48.8004395997418)
2.5737581;48.7804941997468;pharmacy;Pharmacie des Charmes;;94060;La Queue-en-Brie;POINT (2.5737581 48.7804941997468)
2.5086044;48.7705804997492;fast_food;Sandwich Time;;94071;Sucy-en-Brie;POINT (2.5086044 48.7705804997492)
2.5540727;48.7370229997575;pharmacy;Pharmacie de MAROLLES GROSBOIS;;94048;Marolles-en-Brie;POINT (2.5540727 48.7370229997575)
2.5267196;48.7626460997512;bakery;;;94071;Sucy-en-Brie;POINT (2.5267196 48.7626460997512)
2.5129703;48.7482830997548;restaurant;Le Palais d'Agadir;;94004;Boissy-Saint-Léger;POINT (2.5129703 48.7482830997548)
2.5086527;48.7699900997494;restaurant;Le Petit Val;;94071;Sucy-en-Brie;POINT (2.5086527 48.7699900997494)
2.4687119;48.7684997997497;bakery;Le Moulin à Pain;;94028;Créteil;POINT (2.4687119 48.7684997997497)
2.5414058;48.8009766997417;fast_food;Lé Kebab;;94019;Chennevières-sur-Marne;POINT (2.5414058 48.8009766997417)
2.4937821;48.76747929975;fast_food;Class'croute;2 Avenue des Marronniers;94011;Bonneuil-sur-Marne;POINT (2.4937821 48.76747929975)
2.4193521;48.8070872997402;pharmacy;Pharmacie LAY;;94002;Alfortville;POINT (2.4193521 48.8070872997402)
2.4587398;48.7953481997431;restaurant;Salsa Trattoria;;94028;Créteil;POINT (2.4587398 48.7953481997431)
2.4486593;48.7966573997428;mall;Centre Commercial Échat;;94028;Créteil;POINT (2.4486593 48.7966573997428)
2.5117171;48.7775220997475;restaurant;Sen Sushi;;94071;Sucy-en-Brie;POINT (2.5117171 48.7775220997475)
2.5299541;48.7943369997433;fast_food;Story Pizza;;94019;Chennevières-sur-Marne;POINT (2.5299541 48.7943369997433)
2.4625036;48.7931002997436;restaurant;Traiteur Paulina;;94028;Créteil;POINT (2.4625036 48.7931002997436)
2.5332693;48.7946777997432;books;Petites Histoires Entre Amis;;94019;Chennevières-sur-Marne;POINT (2.5332693 48.7946777997432)
2.5524842;48.8034899997411;supermarket;Le Marché Franprix;;94019;Chennevières-sur-Marne;POINT (2.5524842 48.8034899997411)
2.4881375;48.7645542997507;pharmacy;Parapharmacie;;94011;Bonneuil-sur-Marne;POINT (2.4881375 48.7645542997507)
2.4255746;48.7898263997445;fast_food;;;94002;Alfortville;POINT (2.4255746 48.7898263997445)
2.4589172;48.7951462997431;cafe;Le Commerce;;94028;Créteil;POINT (2.4589172 48.7951462997431)
2.5305978;48.7873581997451;restaurant;Le Bonheur de Chine;;94019;Chennevières-sur-Marne;POINT (2.5305978 48.7873581997451)
2.5752348;48.8092689997396;restaurant;Sunset Pizza;;94059;Le Plessis-Trévise;POINT (2.5752348 48.8092689997396)
2.4568755;48.7798092997469;bakery;Paul;;94028;Créteil;POINT (2.4568755 48.7798092997469)
2.5125687;48.7692537997495;cafe;;;94071;Sucy-en-Brie;POINT (2.5125687 48.7692537997495)
2.5060884;48.7530404997536;pharmacy;;;94004;Boissy-Saint-Léger;POINT (2.5060884 48.7530404997536)
2.5036438;48.7438399997559;pharmacy;Pharmacie Marguerie;;94044;Limeil-Brévannes;POINT (2.5036438 48.7438399997559)
2.5203719;48.7698720997494;restaurant;On Mange Où;;94071;Sucy-en-Brie;POINT (2.5203719 48.7698720997494)
2.4469876;48.7760702997479;fast_food;;;94028;Créteil;POINT (2.4469876 48.7760702997479)
2.4201481;48.8049121997407;bar;Café l'Addict;;94002;Alfortville;POINT (2.4201481 48.8049121997407)
2.524586;48.8003730997418;restaurant;La Veranda;;94019;Chennevières-sur-Marne;POINT (2.524586 48.8003730997418)
2.5331654;48.7669440997501;supermarket;;;94071;Sucy-en-Brie;POINT (2.5331654 48.7669440997501)
2.529743;48.7277828997598;fast_food;Sushi You;;94075;Villecresnes;POINT (2.529743 48.7277828997598)
2.5110036;48.7760063997479;bar;Casa dos Leitoes;;94071;Sucy-en-Brie;POINT (2.5110036 48.7760063997479)
2.4223122;48.8040005997409;supermarket;Franprix;;94002;Alfortville;POINT (2.4223122 48.8040005997409)
