COLL_NOM;COLL_SIRET;ID;TITRE;DESCRIPTION;THEME;PRODUCTEUR_NOM;PRODUCTEUR_SIRET;COUV_SPAT_MAILLE;COUV_SPAT_NOM;COUV_TEMP_DEBUT;COUV_TEMP_FIN;DATE_PUBL;FREQ_MAJ;DATE_MAJ;MOTS_CLES;LICENCE;NOMBRE_RESSOURCES;FORMAT_RESSOURCES;URL
France;FR;osm-shop_craft_office-FR;Commerces de France (OpenStreetMap);"Commerces au sens large issus d'OpenStreetMap (shop=* ou craft=* ou office=educational_institution;employment_agency; estate_agent;guide;insurance;moving_company;private_investigator;travel_agent;visa;it ou amenity=bar;cafe;fast_food;food_court;ice_cream;pub;restaurant;driving_school;boat_rental;car_rental;car_wash;fuel;bank;bureau_de_change;pharmacy;cinema;nightclub;animal_boarding;animal_breeding;crematorium;internet_cafe;post_office;public_bath;pharmacy;vehicle_inspection)";Entreprise et concurrence;OpenStreetMap;;Infracommunale;France;2008-01-01;2023-05-07;;Ponctuelle;2023-05-07;"scdl;entreprise-et-concurrence;commerce;services";Open Database License-ODBL;1;csv;https://geodatamine.fr/dump/shop_craft_office_csv.zip
